Node	Occurrences	Present in network(s)	Cited in paper(s)
H5N2p1	6	[2737;P70663, 2708;P70665, 2682;Q8K0S5, 2464;Q9JIA1, 790;P07288, 2525;Q571E4]	[10.1093/glycob/10.3.251, 10.1021/acs.analchem.1c00893, 10.1021/acs.analchem.0c01794]
H6N4F3S1	8	[683;P55058, 714;P03952, 1774;O00391, 1842;Q9HD45, 774;P08571, 795;Q6YHK3, 1309;Q04756, 627;P04275]	[10.1016/s0021-9258(18)50408-7, 10.1038/s41598-018-20331-2]
H6N4F1	44	[1241;Q14314, 586;P06729, 803;P54802, 607;P02786, 1442;P07942, 764;Q9UBG0, 2933;Q13410, 569;Q9Y286, 2494;P11438, 1412;P06756, 602;P10646, 2273;O55026, 1414;P05556, 544;P98119, 1009;Q9UKU9, 1792;P24821, 1085;Q13740, 2372;Q640R3, 2501;P60755, 1019;Q9BXN1, 1244;P23142, 1075;O75339, 1807;Q6ZMP0, 636;Q07287, 1645;P07602, 1422;Q86UX2, 1512;P55083, 1079;P07339, 1132;Q05707, 770;P01861, 751;P98095, 589;P06127, 632;P42098, 816;P28300, 8;P23795, 731;P43652, 1470;P51884, 1547;P32004, 1890;P13611, 986;Q13510, 2940;P06858, 1483;P34810, 2569;Q63912, 1456;Q08722]	[10.1038/s41467-019-09222-w, 10.1021/acs.jproteome.9b00753, 10.1016/s0021-9258(19)50338-6, 10.1006/abbi.1993.1595, 10.1046/j.1432-1327.1999.00766.x, 10.1016/0008-6215(90)84171-p, 10.1021/pr500238v, 10.1016/j.jaci.2014.02.025, 10.1093/glycob/cwaa052, 10.1016/0003-9861(82)90550-1, 10.1021/acs.analchem.8b01137, 10.1016/0161-5890(91)90027-h, 10.1016/s0008-6215(99)00254-2, 10.1016/s0021-9258(18)52290-0, 10.1126/science.abb9983, 10.1074/mcp.RA120.002295, 10.1016/0161-5890(90)90103-7, 10.18632/oncotarget.26005, 10.1021/acs.jproteome.0c00702, 10.1021/acs.analchem.1c00893, 10.1016/0161-5890(93)90145-2]
H7N6S4	1	[137;P00533]	[10.1038/s41467-019-09222-w, 10.1021/acs.jproteome.9b00753, 10.1111/j.1432-1033.1992.tb17090.x, 10.1111/j.1432-1033.1992.tb17362.x, 10.1021/bi00239a013, 10.1111/j.1432-1033.1996.0076n.x, 10.1111/j.1432-1033.1990.tb19332.x, 10.1093/oxfordjournals.jbchem.a133680, 10.1101/853036, 10.1021/pr500506z, 10.1016/j.jprot.2014.02.005, 10.1038/s41598-018-20331-2, 10.1021/acs.analchem.8b01137, 10.1126/science.abb9983, 10.1021/bi00217a006, 10.1093/oxfordjournals.jbchem.a022738, 10.1021/acs.analchem.8b01051, 10.1038/s41592-021-01309-x, 10.1002/elps.1150191113, 10.18632/oncotarget.26005, 10.1016/j.isci.2021.102323, 10.1038/s41598-021-84668-x]
H8N6F5	2	[796;P15586, 679;O75882]	[10.1093/glycob/11.3.195]
H8N6F1	16	[586;P06729, 360;P35495, 676;P02750, 744;P00738, 732;Q8WXD2, 1073;P43155, 602;P10646, 1414;P05556, 544;P98119, 1441;O15230, 346;P14151, 1470;P51884, 371;P10252, 361;P35496, 110;P01024, 11;P09923]	[10.1006/abbi.1993.1595, 10.1074/jbc.M307132200, 10.1016/0003-9861(82)90550-1]
H5N4F2G2	3	[685;P41222, 79;P13987, 613;P07911]	[10.1074/mcp.M110.000430]
H7N6S1	12	[315;P03395, 1235;P35555, 140;P01588, 1536;Q15223, 1217;P16422, 1084;P11717, 502;P00747, 1637;P51888, 1172;Q14126, 1847;Q14956, 320;P02788, 655;Q13308]	[10.1093/glycob/cwaa042, 10.1021/acs.jproteome.9b00753, 10.1007/bf00731362, 10.1021/acs.analchem.8b01137, 10.1111/jth.14861, 10.1038/s41598-018-20331-2, 10.1126/science.abb9983, 10.1074/mcp.RA120.002295, 10.7150/thno.65398, 10.1021/acs.analchem.8b01051, 10.18632/oncotarget.26005, 10.1002/elps.1150191113, 10.1074/jbc.M101380200, 10.1016/j.isci.2021.102323]
H7N6S2	12	[161;P02751, 803;P54802, 685;P41222, 85;P00450, 816;P28300, 1177;P27487, 280;P01871, 518;P00734, 1958;O43451, 732;Q8WXD2, 1636;P12273, 679;O75882]	[10.1093/glycob/cwaa042, 10.1021/acs.jproteome.9b00753, 10.1093/glycob/cwaa101, 10.1021/bi00239a013, 10.1038/s41598-018-20331-2, 10.1016/j.jprot.2014.02.005, 10.1111/jth.14861, 10.1126/science.abb9983, 10.1093/abbs/gmt110, 10.1074/mcp.RA119.001607, 10.1093/oxfordjournals.jbchem.a124143, 10.1074/mcp.RA120.002295, 10.1038/s41592-021-01309-x, 10.1002/elps.1150191113, 10.18632/oncotarget.26005, 10.1111/j.1432-1033.1990.tb15281.x, 10.1074/jbc.M101380200, 10.1016/j.isci.2021.102323, 10.1021/acs.analchem.0c01794, 10.1002/pmic.201300270, 10.1021/pr500394z]
H7N6S3	7	[356;P13473, 677;P05090, 99;P00451, 2840;P0DTC2, 984;P08195, 1287;Q86SQ4, 1429;P29622]	[10.1093/glycob/cwaa042, 10.1038/s41467-019-09222-w, 10.1021/acs.jproteome.9b00753, 10.1111/j.1432-1033.1992.tb17090.x, 10.1038/s41598-018-20331-2, 10.1016/j.jprot.2014.02.005, 10.1074/mcp.RA120.002295, 10.1021/bi00217a006, 10.1038/s41592-021-01309-x, 10.1093/oxfordjournals.jbchem.a022738, 10.1021/acs.analchem.8b01051, 10.18632/oncotarget.26005, 10.1002/elps.1150191113, 10.1016/j.isci.2021.102323, 10.1038/s41598-021-84668-x, 10.1021/acs.analchem.0c01794, 10.1021/pr500394z, 10.1002/pmic.201300270]
H6N3S1	11	[1368;P01903, 1235;P35555, 1605;Q96BZ4, 1236;P35556, 1600;Q92626, 1503;Q13421, 1483;P34810, 796;P15586, 1237;Q75N90, 1066;O75976, 2932;P47710]	[10.1093/glycob/4.5.633, 10.1074/mcp.M112.024018, 10.1093/glycob/1.4.393, 10.1093/glycob/7.1.67, 10.1074/mcp.RA120.002295, 10.7150/thno.65398, 10.1021/acs.analchem.8b01051, 10.1016/j.jprot.2021.104148, 10.1021/acs.jproteome.0c00702, 10.1093/glycob/5.6.589, 10.1111/j.1432-1033.1990.tb15281.x, 10.1093/glycob/9.9.915, 10.1021/acs.jproteome.8b00796, 10.1111/j.1432-1033.1989.tb15206.x, 10.1021/bi00223a015, 10.1038/s41467-019-09222-w, 10.1021/acs.jproteome.9b00753, 10.3390/pharmaceutics13111747, 10.1093/glycob/3.4.365, 10.1101/853036, 10.1021/pr500238v, 10.1111/jth.14861, 10.1021/acs.analchem.8b01137, 10.1007/s00216-014-8226-5, 10.1016/j.talanta.2020.121495, 10.1126/science.abb9983, 10.1021/pr500575r, 10.1007/s13361-013-0823-6, 10.1016/j.euprot.2014.11.002, 10.1074/mcp.RA119.001607, 10.1074/jbc.270.41.24116, 10.1038/s41592-021-01309-x, 10.18632/oncotarget.26005, 10.1021/ac402338u, 10.1038/s41598-021-84668-x, 10.1016/0014-5793(94)00547-8]
H5N7F1	5	[356;P13473, 172;P06870, 759;P10909, 1042;P21810, 230;P01876]	[10.1021/pr500238v]
H5N2	3	[742;P05156, 2134;P50429, 725;O60486]	[10.1007/bf00731872, 10.1007/bf00731134, 10.1093/glycob/11.10.791, 10.1006/abbi.1994.1055, 10.1271/bbb1961.54.3259, 10.1093/glycob/10.8.837, 10.1007/bf00731292, 10.1007/bf00731153, 10.1016/S0021-9258(19)50314-3, 10.1006/abio.2000.4737, 10.1111/j.1432-1033.1990.tb19409.x, 10.1074/jbc.M100573200, 10.1021/acs.analchem.8b01051, 10.1023/a:1006999718552, 10.1515/bchm3.1995.376.9.531, 10.1016/0003-9861(91)90144-8, 10.1074/jbc.275.11.7731, 10.1038/s41467-019-09222-w, 10.1093/glycob/cwaa042, 10.1021/acs.jproteome.5b00756, 10.3390/pharmaceutics13111747, 10.1093/glycob/cwaa101, 10.1093/oxfordjournals.jbchem.a022707, 10.1073/pnas.96.8.4692, 10.1021/pr500238v, 10.1074/jbc.M606711200, 10.1016/S0008-6215(00)80944-1, 10.1093/glycob/5.2.227, 10.1093/glycob/10.3.295, 10.1016/j.jprot.2014.02.005, 10.1021/bi00241a008, 10.1016/j.euprot.2014.11.002, 10.1074/mcp.RA119.001607, 10.1104/pp.119.2.725, 10.1093/glycob/11.4.261, 10.1016/j.jprot.2014.03.040, 10.1038/s41592-021-01309-x, 10.18632/oncotarget.26005, 10.1093/glycob/cwg023, 10.1021/bi00067a029, 10.1038/s41598-021-84668-x, 10.1021/pr500394z, 10.1006/abbi.2000.1806, 10.1111/j.1470-8744.1996.tb00399.x, 10.1006/abio.1995.1200, 10.1021/bi00145a013, 10.1021/ac4006556, 10.1021/bi00239a013, 10.1046/j.1432-1327.1999.00859.x, 10.1111/j.1432-1033.1996.0076n.x, 10.1074/jbc.M307132200, 10.1093/glycob/7.1.67, 10.1016/0008-6215(93)84261-4, 10.1095/biolreprod43.1.130, 10.1016/s0166-6851(00)00241-3, 10.7150/thno.65398, 10.1021/acs.jproteome.0c00702, 10.1016/j.jprot.2021.104148, 10.1021/acs.analchem.1c00893, 10.1016/j.isci.2021.102323, 10.1093/glycob/10.6.551, 10.1016/0008-6215(94)84015-6, 10.1093/glycob/9.8.823, 10.1007/bf01321117, 10.1007/bf01189081, 10.1093/glycob/10.9.901, 10.1016/s0021-9258(18)90588-0, 10.1016/s0304-4165(00)00128-8, 10.1016/0003-2697(84)90342-7, 10.1074/jbc.272.14.9062, 10.1016/s0021-9258(19)46950-0, 10.1074/mcp.O114.046748, 10.1093/oxfordjournals.jbchem.a022526, 10.1016/j.talanta.2020.121495, 10.1021/pr500575r, 10.1093/glycob/8.7.663, 10.1016/s0021-9258(18)52295-x, 10.1007/bf00731639, 10.1021/pr900956x, 10.4049/jimmunol.173.11.6831, 10.1016/j.jchromb.2008.05.006, 10.1093/glycob/9.1.21, 10.1271/bbb.59.507, 10.1006/abbi.1995.1255, 10.1093/glycob/cwaa052, 10.1016/s0021-9258(19)38919-7, 10.1093/glycob/10.9.941, 10.1074/jbc.M002693200, 10.1074/mcp.RA120.002295, 10.1111/j.1432-1033.1996.0448h.x, 10.1021/ac015618l, 10.1271/bbb.80598, 10.1016/s0021-9258(19)67629-5, 10.1093/glycob/11.3.195, 10.1074/jbc.M009361200, 10.1006/abio.2001.5199, 10.1021/pr500414q, 10.1006/prep.2001.1501, 10.1093/glycob/9.5.443, 10.1093/glycob/3.4.365, 10.1021/bi00475a024, 10.1046/j.1432-1327.2001.01985.x, 10.1021/bi00210a019, 10.1073/pnas.1320544111, 10.1046/j.1432-1033.2002.03111.x, 10.1016/s0021-9258(19)69207-0, 10.1007/s13361-013-0823-6, 10.1021/pr400714w, 10.1074/jbc.M504528200, 10.1021/ac900231w, 10.1074/jbc.M511023200, 10.1074/jbc.270.41.24116, 10.1271/bbb.63.35, 10.1046/j.1432-1033.2002.03244.x, 10.1016/j.chom.2020.08.004, 10.1016/0021-9673(90)85022-n, 10.1093/oxfordjournals.jbchem.a123767, 10.1016/s0021-9258(19)38336-x, 10.1111/j.1432-1033.1992.tb17090.x, 10.1074/mcp.M112.024018, 10.1016/S1044-0305(00)00122-7, 10.1093/glycob/7.5.635, 10.1016/S0021-9258(17)44262-1, 10.1007/s10719-006-6693-4, 10.1016/j.jaci.2014.02.025, 10.1271/bbb.56.215, 10.1111/j.1432-1033.1996.t01-1-00579.x, 10.1093/glycob/6.6.611, 10.1111/j.1432-1033.1993.tb17901.x, 10.1093/oxfordjournals.jbchem.a003169, 10.1007/bf00702201, 10.1111/j.1432-1033.1990.tb19122.x, 10.1021/bi00217a006, 10.1111/j.1432-1033.1986.tb09867.x, 10.1111/j.1432-1033.1990.tb15281.x, 10.1371/journal.pgen.1003225, 10.1111/j.1432-1033.1990.tb19256.x, 10.1021/acs.jproteome.8b00796, 10.1111/j.1432-1033.1989.tb15206.x, 10.1021/acs.jproteome.9b00753, 10.1111/j.1432-1033.1985.tb09161.x, 10.1084/jem.20142182, 10.1006/abbi.1993.1595, 10.1093/glycob/10.3.251, 10.1016/0042-6822(90)90095-9, 10.1002/rcm.463, 10.1111/j.1432-1033.1993.tb18020.x, 10.1101/853036, 10.1006/abbi.2001.2421, 10.1271/bbb.60.1123, 10.1021/acs.analchem.8b01137, 10.1111/jth.14861, 10.1016/0161-5890(91)90027-h, 10.1093/oxfordjournals.jbchem.a022033, 10.1007/s00425-003-1099-z, 10.1126/science.abb9983, 10.1681/ASN.2006040388, 10.1016/s0166-6851(00)00310-8, 10.1016/j.bbrc.2003.10.094, 10.1021/bi002313c, 10.1006/abbi.1994.1021, 10.1271/bbb.64.2109, 10.1021/ac402338u, 10.1093/glycob/cwh105]
H5N4	14	[2586;Q5SUR0, 2185;Q00493, 428;P05164, 2596;Q9QZC2, 2545;P55066, 2736;P07214, 525;P08100, 653;P98160, 796;P15586, 771;P17948, 2667;Q64487, 1724;O95171, 1062;O43852, 1075;O75339]	[10.1016/0009-8981(94)90115-5, 10.1016/s0021-9258(19)50338-6, 10.1093/glycob/11.10.791, 10.1007/bf00731292, 10.1111/j.1432-1033.1990.tb19409.x, 10.1021/acs.analchem.8b01051, 10.1016/0014-5793(95)00034-7, 10.1073/pnas.86.20.7819, 10.1016/0003-9861(91)90144-8, 10.1016/S0022-2275(20)32568-2, 10.1038/s41467-019-09222-w, 10.1016/s0021-9258(18)50696-7, 10.1093/glycob/cwaa101, 10.1021/pr500238v, 10.1006/abio.1994.1138, 10.1074/jbc.M606711200, 10.1016/S0008-6215(00)80944-1, 10.1023/a:1006989910120, 10.1111/j.1432-1033.1995.0805m.x, 10.1016/j.jprot.2014.02.005, 10.1006/bbrc.2001.5382, 10.1016/s0021-9258(18)68975-6, 10.1021/bi00241a008, 10.1093/glycob/5.3.281, 10.1016/j.euprot.2014.11.002, 10.1074/mcp.RA119.001607, 10.1007/bf01053197, 10.1038/nmeth.1392, 10.1002/elps.11501401205, 10.1016/0161-5890(90)90103-7, 10.1038/s41592-021-01309-x, 10.18632/oncotarget.26005, 10.1023/a:1022528829799, 10.1007/bf00731216, 10.1021/bi00067a029, 10.1038/s41598-021-84668-x, 10.1021/bi00378a023, 10.1021/pr500394z, 10.1006/abbi.2000.1806, 10.1006/abio.1995.1200, 10.1021/bi00145a013, 10.1021/ac4009995, 10.1021/ac4006556, 10.1021/bi00239a013, 10.1074/mcp.M114.047381, 10.1021/bi00341a040, 10.1111/j.1432-1033.1996.0076n.x, 10.1042/bj3330749, 10.1023/a:1019640312730, 10.1093/oxfordjournals.jbchem.a124273, 10.1093/glycob/7.1.67, 10.1016/0014-5793(80)80850-7, 10.1042/ba19990105, 10.1016/s0021-9258(18)34130-9, 10.1021/acs.jproteome.0c00702, 10.1016/j.isci.2021.102323, 10.1074/mcp.M111.013649, 10.1074/mcp.M114.039537, 10.1093/glycob/9.8.823, 10.1021/pr200397h, 10.1073/pnas.91.12.5602, 10.1093/oxfordjournals.jbchem.a133133, 10.1021/pr400196s, 10.1042/bj2720533, 10.1007/BF02778058, 10.1016/s0021-9258(18)90588-0, 10.1016/0003-2697(84)90342-7, 10.1006/abio.1993.1283, 10.1074/mcp.O114.046748, 10.1016/s0008-6215(99)00254-2, 10.1016/j.talanta.2020.121495, 10.1016/0003-2697(90)90676-z, 10.1021/pr500575r, 10.1002/j.1460-2075.1985.tb03991.x, 10.1002/elps.1150191113, 10.4049/jimmunol.173.11.6831, 10.1021/pr900956x, 10.1021/ac9801059, 10.1016/0014-5793(94)00547-8, 10.1046/j.1432-1327.1999.00105.x, 10.1016/j.jchromb.2008.05.006, 10.1111/j.1432-1033.1992.tb16776.x, 10.1093/glycob/10.3.231, 10.1021/bi00464a020, 10.1006/abbi.1995.1255, 10.1023/B:GLYC.0000038293.37376.9f, 10.1016/0305-0491(93)90056-b, 10.1016/s0021-9258(19)30077-8, 10.1016/s0021-9258(19)38919-7, 10.1074/jbc.M002693200, 10.1111/j.1432-1033.1993.tb18200.x, 10.1074/mcp.RA120.002295, 10.1093/glycob/10.4.421, 10.1016/s0021-9258(19)68868-x, 10.1271/bbb.80598, 10.1016/0161-5890(93)90145-2, 10.1006/abio.2001.5199, 10.1021/pr5005482, 10.1006/prep.2001.1501, 10.1006/abbi.1993.1284, 10.1093/glycob/9.5.443, 10.1021/bi00617a021, 10.1021/bi00475a024, 10.1046/j.1432-1327.2001.01985.x, 10.1021/bi00210a019, 10.1007/s00216-014-8226-5, 10.1016/s0021-9258(19)69207-0, 10.1074/jbc.M504528200, 10.1021/pr400714w, 10.1021/ac900231w, 10.1016/0009-8981(90)90201-3, 10.1038/bjc.1993.91, 10.1006/bbrc.1993.1516, 10.1111/j.1432-1033.1992.tb17090.x, 10.1016/s0021-9258(17)43832-4, 10.1007/bf00731362, 10.1074/mcp.M112.024018, 10.1016/S1044-0305(00)00122-7, 10.1016/S0021-9258(17)44262-1, 10.1111/j.1432-1033.1996.t01-1-00579.x, 10.1093/glycob/1.1.45, 10.1042/bj3160427, 10.1159/000024447, 10.1016/s0021-9258(18)52290-0, 10.1042/bj2680529, 10.1007/bf00702201, 10.1002/pmic.201400038, 10.1021/bi00217a006, 10.1111/j.1432-1033.1990.tb15281.x, 10.1371/journal.pgen.1003225, 10.1021/bi00415a038, 10.1111/j.1432-1033.1990.tb19256.x, 10.1021/acs.jproteome.8b00796, 10.1021/bi00223a015, 10.1093/glycob/9.3.227, 10.1021/acs.jproteome.9b00753, 10.1006/abbi.1993.1595, 10.1006/abbi.1994.1216, 10.1093/glycob/10.3.251, 10.1093/glycob/3.5.465, 10.1093/oxfordjournals.jbchem.a133680, 10.1111/j.1432-1033.1993.tb18020.x, 10.1046/j.1432-1327.1999.00572.x, 10.1101/853036, 10.1021/acs.analchem.8b01137, 10.1016/0161-5890(91)90027-h, 10.1111/jth.14861, 10.1006/abio.1994.1050, 10.1126/science.abb9983, 10.1681/ASN.2006040388, 10.1016/s0021-9258(19)39283-x]
H5N3	104	[2999;P31994-3, 2478;P42703, 1440;Q16363, 1146;P0C0L5, 2969;P01880, 2385;Q6NXK7, 1145;P06681, 1726;Q6FHJ7, 2991;P12314-2, 2984;P01857, 1171;Q02487, 2096;Q64676, 2201;Q8VEK0, 2182;P61215, 2652;A0A0A6YY09, 1444;P11047, 1527;O95297, 1666;Q13438, 2968;P01880, 1587;Q9NRN5, 1160;Q9H5V8, 821;Q92823, 1638;Q07954, 2557;P97300, 167;P04855, 603;P00750, 1105;Q96G23, 759;P10909, 371;P10252, 502;P00747, 2685;P70336, 11;P09923, 150;Q70626, 2378;Q8HW98, 610;P29965, 91;P0DN86, 2200;Q8R464, 1199;O95967, 283;P05556, 45;P17050, 1884;Q6UXG2, 2589;P70206, 210;P04853, 2184;O89001, 2162;Q9DB72, 1502;Q16853, 1631;Q8NBJ5, 1709;Q15262, 100;P12263, 1604;Q8IV08, 3000;P08637, 2290;P52793, 692;P25311, 2669;A2A8L5, 2732;Q99MR3, 679;O75882, 2617;O09114, 2982;P01857, 2735;O88307, 1368;P01903, 285;P19823, 2226;Q07409, 1217;P16422, 1084;P11717, 3001;O75015, 1066;O75976, 2932;P47710, 1456;Q08722, 710;O60637, 46;Q9TRC7, 2998;P12318-1, 1256;Q08380, 590;Q8BYI9, 651;P0C0L4, 2542;Q61200, 1414;P05556, 329;Q14766, 1085;Q13740, 2113;P56528, 587;P01730, 209;P03459, 2987;P08637, 88;P01215, 1075;O75339, 2971;P01854, 670;Q6EMK4, 2651;E9Q2S0, 2448;Q9D8B7, 513;P00797, 1600;Q92626, 506;P26201, 2543;Q91VX5, 1383;Q9Y4L1, 2749;O09117, 986;Q13510, 790;P07288, 613;P07911, 2970;P01854, 812;F1MWM0, 2163;P70408, 339;P08575, 1120;P12259, 2161;Q61361, 283;P08648]	[10.1093/glycob/4.5.633, 10.1074/mcp.M112.024018, 10.1111/j.1432-1033.1992.tb16776.x, 10.1021/ac4006556, 10.1016/S1044-0305(00)00122-7, 10.1093/glycob/11.10.791, 10.1093/glycob/cwaa052, 10.1111/j.1432-1033.1996.t01-1-00579.x, 10.1093/glycob/6.6.611, 10.1093/glycob/7.1.67, 10.1074/mcp.RA120.002295, 10.1016/s0021-9258(18)50382-3, 10.1021/acs.analchem.8b01051, 10.1111/j.1432-1033.1990.tb15281.x, 10.1093/glycob/cwaa042, 10.1038/s41467-019-09222-w, 10.1021/acs.jproteome.9b00753, 10.1021/acs.jproteome.5b00756, 10.1084/jem.20142182, 10.1093/glycob/9.5.443, 10.1093/glycob/cwaa101, 10.1093/glycob/3.4.365, 10.1093/oxfordjournals.jbchem.a022707, 10.1074/mcp.O114.046748, 10.1101/853036, 10.1074/jbc.M606711200, 10.1006/abbi.2001.2421, 10.1073/pnas.1320544111, 10.1021/acs.analchem.8b01137, 10.1007/s00216-014-8226-5, 10.1126/science.abb9983, 10.1016/j.euprot.2014.11.002, 10.1074/jbc.M504528200, 10.1016/s0166-6851(00)00310-8, 10.1021/ac900231w, 10.1093/glycob/11.4.261, 10.1038/s41592-021-01309-x, 10.4049/jimmunol.173.11.6831, 10.1046/j.1432-1033.2002.03244.x, 10.1038/s41598-021-84668-x, 10.1016/0014-5793(94)00547-8]
H5N3F1S1	32	[2314;P16092, 1488;P48740, 710;O60637, 1861;Q15661, 2974;P01859, 1849;Q9NUM4, 996;P58397, 1863;Q9UJT0, 1502;Q16853, 2494;P11438, 1070;P13688, 1415;P05107, 1193;Q9Y5L3, 1520;Q9HC84, 1766;Q92673, 1590;Q99571, 1271;P04062, 1709;Q15262, 796;P15586, 2384;Q8R366, 2508;Q9QYS2, 1391;O14498, 1600;Q92626, 2617;O09114, 1368;P01903, 1503;Q13421, 723;P10253, 1842;Q9HD45, 639;P05121, 1366;P04440, 1066;O75976, 2932;P47710]	[10.1038/s41467-019-09222-w, 10.1074/jbc.M101013200, 10.1084/jem.20142182, 10.1074/mcp.M112.024018, 10.1371/journal.ppat.1009232, 10.1021/pr500238v, 10.1038/s41598-018-20331-2, 10.1111/jth.14861, 10.1093/glycob/7.1.67, 10.1074/mcp.RA119.001607, 10.1016/j.euprot.2014.11.002, 10.1021/pr500575r, 10.7150/thno.65398, 10.1021/acs.analchem.8b01051, 10.1021/acs.jproteome.0c00702, 10.1111/j.1432-1033.1990.tb15281.x, 10.1021/pr900956x, 10.1038/s41598-021-84668-x, 10.1021/bi00223a015]
H5N6	7	[1527;O95297, 57;P04114, 371;P10252, 744;P00738, 1842;Q9HD45, 1280;Q92896, 2932;P47710]	[10.1038/s41467-019-09222-w, 10.1111/j.1432-1033.1992.tb17090.x, 10.1074/mcp.M112.024018, 10.1021/ac4006556, 10.1016/S1044-0305(00)00122-7, 10.1021/pr500238v, 10.1021/acs.analchem.8b01137, 10.1093/oxfordjournals.jbchem.a124273, 10.1681/ASN.2006040388, 10.1126/science.abb9983, 10.1074/mcp.RA120.002295, 10.18632/oncotarget.26005, 10.1038/s41598-021-84668-x, 10.1021/bi00067a029, 10.1016/0003-9861(90)90511-v]
H3N2F2	3	[356;P13473, 1105;Q96G23, 723;P10253]	[10.1021/acs.jproteome.9b00753, 10.1007/bf00731872, 10.1016/s0014-5793(98)01710-4, 10.1046/j.1432-1033.2003.03636.x, 10.1007/s10719-006-6693-4, 10.1074/jbc.272.14.9062, 10.1093/glycob/10.8.837, 10.1074/jbc.M606711200, 10.1111/j.1432-1033.1993.tb17870.x, 10.1093/oxfordjournals.jbchem.a003169, 10.1016/j.bbrc.2003.10.094, 10.1007/bf00731703, 10.1074/mcp.RA120.002295, 10.1074/jbc.M100573200, 10.1006/abbi.1994.1021, 10.1021/bi9918285]
N2F2	1	[2839;P0DTC2]	[10.1016/s0014-5793(98)01710-4]
H3N2F1	5	[668;Q13201, 2769;P01831, 2349;P35438, 2379;P01872, 71;P56817]	[10.1007/bf00731872, 10.1021/bi00464a020, 10.1074/jbc.271.43.26653, 10.1093/glycob/10.8.837, 10.1111/j.1432-1033.1993.tb17870.x, 10.1093/glycob/cwaa052, 10.1093/glycob/10.9.941, 10.1006/abio.1997.2463, 10.1074/mcp.RA120.002295, 10.1074/jbc.M100573200, 10.1023/a:1006999718552, 10.1023/a:1006915200989, 10.1074/jbc.275.16.11964, 10.1038/s41467-019-09222-w, 10.1093/glycob/9.5.443, 10.1021/pr500238v, 10.1006/abio.1994.1138, 10.1074/jbc.M606711200, 10.1074/mcp.RA119.001607, 10.1016/j.euprot.2014.11.002, 10.1074/jbc.M511023200, 10.1093/glycob/11.4.261, 10.1016/j.jprot.2014.03.040, 10.1046/j.1432-1033.2002.03244.x, 10.1016/j.chom.2020.08.004, 10.1093/glycob/cwg023, 10.1038/s41598-021-84668-x, 10.1002/pro.5560030105, 10.1023/a:1018506208616, 10.1074/mcp.M112.024018, 10.1093/glycob/7.5.635, 10.1007/s10719-006-6693-4, 10.1111/j.1432-1033.1996.t01-1-00579.x, 10.1021/bi00195a022, 10.1093/oxfordjournals.jbchem.a003169, 10.1042/bj2780505, 10.1016/0008-6215(93)84261-4, 10.1007/bf00731703, 10.1021/bi00217a006, 10.1016/s0166-6851(00)00241-3, 10.7150/thno.65398, 10.1093/glycob/4.5.593, 10.1021/acs.jproteome.0c00702, 10.1021/acs.analchem.1c00893, 10.1093/glycob/10.6.551, 10.1021/acs.jproteome.9b00753, 10.1093/glycob/10.3.251, 10.1016/0042-6822(90)90095-9, 10.1111/j.1432-1033.1993.tb18020.x, 10.1074/jbc.272.14.9062, 10.1101/853036, 10.1016/s0304-4165(00)00128-8, 10.1111/j.1432-1033.1993.tb18022.x, 10.1111/j.1432-1033.1993.tb18321.x, 10.1021/acs.analchem.8b01137, 10.1007/s00425-003-1099-z, 10.1016/s0008-6215(99)00254-2, 10.1126/science.abb9983, 10.1021/pr500575r, 10.1016/j.bbrc.2003.10.094, 10.1021/bi9918285, 10.1006/abbi.1994.1021, 10.1021/bi00225a019]
